"","Year Month","Hour","Victimisations","Territorial Authority","Area Unit","Crimes type","ANZSOC Division","ANZSOC Group"
"20553","1/12/15",20,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20554","1/12/15",17,1,"Christchurch City.","Cashmere West.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20555","1/12/15",20,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20556","1/12/15",22,1,"Selwyn District.","Rolleston North East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20557","1/12/15",23,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20558","1/12/15",4,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20559","1/12/15",99,1,"Christchurch City.","Ferrymead.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20560","1/12/15",99,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20561","1/12/15",15,1,"Christchurch City.","Sawyers Arms.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20562","1/12/15",20,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20563","1/12/15",21,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20564","1/12/15",22,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20565","1/12/15",18,1,"Timaru District.","Seaview.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20566","1/12/15",12,1,"Selwyn District.","Rolleston North West.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20567","1/12/15",99,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20568","1/12/15",99,1,"Christchurch City.","Aorangi.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20569","1/12/15",99,1,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20570","1/12/15",13,1,"Mackenzie District.","Lake Tekapo.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20571","1/12/15",13,1,"Ashburton District.","Ashburton Central West.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20572","1/12/15",14,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20573","1/12/15",14,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20574","1/12/15",14,2,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20575","1/12/15",18,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20576","1/12/15",19,1,"Christchurch City.","St Albans East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20577","1/12/15",21,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20578","1/12/15",99,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20579","1/12/15",17,1,"Christchurch City.","Wainoni.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20580","1/12/15",9,1,"Christchurch City.","Styx Mill.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20581","1/12/15",16,1,"Waimate District.","Waihao.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20582","1/12/15",16,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20583","1/12/15",18,1,"Christchurch City.","Rapaki Track.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20584","1/12/15",19,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20585","1/12/15",20,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20586","1/12/15",99,1,"Timaru District.","Levels.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20587","1/12/15",99,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20588","1/12/15",99,1,"Christchurch City.","Ferrymead.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20589","1/12/15",99,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20590","1/12/15",99,1,"Christchurch City.","Westburn.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20591","1/12/15",99,1,"Christchurch City.","Little River.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20592","1/12/15",99,1,"Waimate District.","Waimate.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20593","1/12/15",99,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20594","1/12/15",99,1,"Christchurch City.","Opawa.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20595","1/12/15",99,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20596","1/12/15",13,1,"Christchurch City.","Cashmere East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20597","1/12/15",18,1,"Christchurch City.","Rutland.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20598","1/12/15",8,1,"Christchurch City.","Ilam.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20599","1/12/15",99,1,"Christchurch City.","Woolston West.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20600","1/12/15",99,1,"Ashburton District.","Netherby.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20601","1/12/15",13,1,"Timaru District.","Geraldine.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20602","1/12/15",17,1,"Timaru District.","Waimataitai.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"20603","1/12/15",13,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20604","1/12/15",13,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20605","1/12/15",14,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20606","1/12/15",16,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"20607","1/03/15",14,2,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20608","1/03/15",15,1,"Christchurch City.","Hornby North.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20609","1/03/15",16,1,"Christchurch City.","Avon Loop.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20610","1/03/15",11,1,"Timaru District.","Temuka.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20611","1/03/15",17,1,"Christchurch City.","Northcote.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20612","1/03/15",12,1,"Christchurch City.","North Beach.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"20613","1/03/15",0,1,"Christchurch City.","Avon Loop.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"20614","1/03/15",21,1,"Christchurch City.","Sydenham.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"20615","1/03/15",99,1,"Christchurch City.","Bromley.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20616","1/03/15",99,1,"Christchurch City.","Linwood East.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20617","1/03/15",1,1,"Christchurch City.","Deans Bush.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20618","1/03/15",12,1,"Christchurch City.","Cathedral Square.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20619","1/03/15",14,1,"Christchurch City.","Woolston West.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20620","1/03/15",15,1,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20621","1/03/15",16,1,"Christchurch City.","Cathedral Square.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20622","1/03/15",23,1,"Christchurch City.","Hoon Hay.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20623","1/03/15",23,1,"Christchurch City.","Bishopdale.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20624","1/03/15",99,1,"Ashburton District.","Allenton West.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20625","1/03/15",20,1,"Christchurch City.","Shirley West.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"20626","1/03/15",19,1,"Waimate District.","Waimate.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20627","1/03/15",17,1,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20628","1/03/15",9,1,"Christchurch City.","Hornby South.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"20629","1/03/15",18,1,"Christchurch City.","Avon Loop.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"20630","1/03/15",19,1,"Christchurch City.","Hornby North.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"20631","1/03/15",2,1,"Christchurch City.","Cathedral Square.","violent crimes","Robbery, Extortion and Related Offences","Aggravated Robbery"
"20632","1/03/15",20,1,"Christchurch City.","Riccarton West.","violent crimes","Robbery, Extortion and Related Offences","Aggravated Robbery"
"20633","1/03/15",12,1,"Christchurch City.","Spreydon.","violent crimes","Robbery, Extortion and Related Offences","Aggravated Robbery"
"20634","1/03/15",20,1,"Christchurch City.","Linwood.","violent crimes","Robbery, Extortion and Related Offences","Non-Aggravated Robbery"
"20635","1/03/15",99,1,"Christchurch City.","Mona Vale.","violent crimes","Robbery, Extortion and Related Offences","Aggravated Robbery"
"20636","1/03/15",18,1,"Christchurch City.","Barrington North.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20637","1/03/15",17,1,"Christchurch City.","Hillmorton.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20638","1/03/15",99,1,"Christchurch City.","Redwood North.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20639","1/03/15",10,1,"Christchurch City.","Hagley Park.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20640","1/03/15",3,1,"Timaru District.","Temuka.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20641","1/03/15",0,1,"Christchurch City.","Ferrymead.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20642","1/03/15",99,1,"Christchurch City.","Redwood South.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20643","1/03/15",18,1,"Christchurch City.","Broomfield.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20644","1/03/15",99,1,"Christchurch City.","Spreydon.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20645","1/03/15",99,1,"Christchurch City.","Spreydon.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20646","1/03/15",99,3,"Christchurch City.","Hillmorton.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20647","1/03/15",99,2,"Christchurch City.","Spreydon.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20648","1/03/15",99,1,"Waimakariri District.","Rangiora Central.","violent crimes","Sexual Assault and Related Offences","Aggravated Sexual Assault"
"20649","1/03/15",99,1,"Christchurch City.","Avon Loop.","violent crimes","Sexual Assault and Related Offences","Non-Aggravated Sexual Assault"
"20650","1/03/15",14,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20651","1/03/15",20,3,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20652","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20653","1/03/15",99,1,"Christchurch City.","Redwood South.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20654","1/03/15",10,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20655","1/03/15",12,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20656","1/03/15",14,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20657","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20658","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20659","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20660","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20661","1/03/15",12,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20662","1/03/15",17,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20663","1/03/15",21,1,"Christchurch City.","New Brighton.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20664","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20665","1/03/15",99,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20666","1/03/15",14,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20667","1/03/15",19,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20668","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20669","1/03/15",99,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20670","1/03/15",8,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20671","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20672","1/03/15",99,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20673","1/03/15",10,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20674","1/03/15",15,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20675","1/03/15",20,1,"Christchurch City.","Bryndwr.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20676","1/03/15",21,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20677","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20678","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20679","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20680","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20681","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20682","1/03/15",99,1,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20683","1/03/15",99,1,"Christchurch City.","Bishopdale.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20684","1/03/15",99,1,"Christchurch City.","Fendalton.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20685","1/03/15",99,1,"Timaru District.","Waimataitai.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20686","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20687","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20688","1/03/15",99,1,"Christchurch City.","Merivale.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20689","1/03/15",99,1,"Christchurch City.","Ilam.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20690","1/03/15",12,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20691","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20692","1/03/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20693","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20694","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20695","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of Property (Except Motor Vehicles)"
"20696","1/03/15",11,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20697","1/03/15",19,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20698","1/03/15",23,1,"Christchurch City.","New Brighton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20699","1/03/15",3,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20700","1/03/15",99,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20701","1/03/15",99,1,"Christchurch City.","Ensors.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20702","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20703","1/03/15",99,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20704","1/03/15",99,1,"Christchurch City.","Hornby South.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20705","1/03/15",99,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20706","1/03/15",11,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20707","1/03/15",11,1,"Christchurch City.","Sawyers Arms.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20708","1/03/15",13,1,"Ashburton District.","Hinds.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20709","1/03/15",14,2,"Christchurch City.","North Beach.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20710","1/03/15",15,1,"Waimakariri District.","Pines-Kairaki Beach.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20711","1/03/15",17,1,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20712","1/03/15",17,1,"Christchurch City.","Burnside.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20713","1/03/15",20,2,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20714","1/03/15",20,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20715","1/03/15",99,1,"Christchurch City.","Phillipstown.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20716","1/03/15",99,1,"Christchurch City.","Sumner.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20717","1/03/15",99,1,"Christchurch City.","St Albans West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20718","1/03/15",99,2,"Christchurch City.","Cashmere West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20719","1/03/15",99,1,"Christchurch City.","Waltham.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20720","1/03/15",99,1,"Christchurch City.","Aorangi.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20721","1/03/15",99,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20722","1/03/15",11,1,"Christchurch City.","Riccarton South.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20723","1/03/15",14,1,"Christchurch City.","Sydenham.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20724","1/03/15",17,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20725","1/03/15",9,1,"Christchurch City.","Hornby South.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20726","1/03/15",99,1,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20727","1/03/15",99,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20728","1/03/15",99,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20729","1/03/15",99,1,"Christchurch City.","Oaklands East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20730","1/03/15",99,1,"Christchurch City.","Broomfield.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20731","1/03/15",14,1,"Ashburton District.","Ashburton Central West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20732","1/03/15",15,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20733","1/03/15",17,1,"Christchurch City.","New Brighton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20734","1/03/15",2,2,"Christchurch City.","Woolston West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20735","1/03/15",20,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20736","1/03/15",5,1,"Christchurch City.","Aranui.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20737","1/03/15",7,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20738","1/03/15",99,2,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20739","1/03/15",99,1,"Christchurch City.","Ensors.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20740","1/03/15",99,2,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20741","1/03/15",99,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20742","1/03/15",99,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20743","1/03/15",99,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20744","1/03/15",99,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20745","1/03/15",99,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20746","1/03/15",99,1,"Waimakariri District.","Ashley.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20747","1/03/15",99,1,"Christchurch City.","Belfast.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20748","1/03/15",99,1,"Ashburton District.","Allenton East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20749","1/03/15",99,1,"Ashburton District.","Ashburton Central West.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20750","1/03/15",1,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20751","1/03/15",1,1,"Christchurch City.","Prestons.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20752","1/03/15",12,1,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20753","1/03/15",12,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20754","1/03/15",22,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20755","1/03/15",23,1,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20756","1/03/15",99,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20757","1/03/15",99,1,"Waimakariri District.","Clarkville.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"20758","1/03/15",11,1,"Christchurch City.","Riccarton.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20759","1/03/15",12,1,"Hurunui District.","Amberley.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20760","1/03/15",13,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20761","1/03/15",19,1,"Christchurch City.","Banks Peninsula Eastern Bays.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20762","1/03/15",20,1,"Christchurch City.","Mona Vale.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20763","1/03/15",99,1,"Christchurch City.","Avon Loop.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20764","1/03/15",99,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20765","1/03/15",99,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20766","1/03/15",99,1,"Christchurch City.","Strowan.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"20767","1/03/15",13,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
